sensor_id,component,slope_per_V,intercept,r2,rmse,n_points,V_min,V_max,tag,coil
1,Bx,-0.7699142857142858,-11.005714285714284,0.9999999834742799,0.0006172133998491219,3,0.0,15.0,ET6VK2,c3
1,By,-0.003857142857142766,4.502142857142855,0.560631229235868,0.021293862294768803,3,0.0,15.0,ET6VK2,c3
1,Bz,-0.01650000000000007,26.17949999999999,0.4154458890313245,0.1220539498200142,3,0.0,15.0,ET6VK2,c3
2,Bx,-0.7413285714285714,-13.444928571428562,0.9999436045273352,0.034718253741470625,3,0.0,15.0,ET6QKM,c3
2,By,0.06469999999999992,-6.632499999999996,0.9994198428084383,0.009721111047611884,3,0.0,15.0,ET6QKM,c3
2,Bz,-0.024342857142857464,25.84885714285714,0.765837848787152,0.08394102237937917,3,0.0,15.0,ET6QKM,c3
3,Bx,-1.0412714285714288,-20.649071428571425,0.9999815010794799,0.027928906343137685,3,0.0,15.0,ET5CK4,c3
3,By,0.06255714285714278,-4.324642857142855,0.9986487055133149,0.014350211546474475,3,0.0,15.0,ET5CK4,c3
3,Bz,-0.06522857142857208,25.167571428571428,0.955933361651367,0.08733569607854386,3,0.0,15.0,ET5CK4,c3
4,Bx,-0.8909714285714284,-14.52857142857142,0.9999421006618395,0.0422791178896136,3,0.0,15.0,D8FKL5,c3
4,By,-0.020128571428571416,2.341071428571427,0.9716318755860773,0.02144816564473095,3,0.0,15.0,D8FKL5,c3
4,Bz,-0.03247142857142892,25.634928571428564,0.9435459010178114,0.049531375337832834,3,0.0,15.0,D8FKL5,c3
5,Bx,-0.4015714285714288,-29.812571428571413,0.9660160994577813,0.46969939728460564,3,0.0,15.0,D8FK84,c3
5,By,0.8012571428571428,-1.793142857142855,0.9999972192134226,0.008332380897952353,3,0.0,15.0,D8FK84,c3
5,Bz,-0.004742857142857438,22.389857142857142,0.14054666102220348,0.0731397878820316,3,0.0,15.0,D8FK84,c3
6,Bx,0.06534285714285715,-25.852857142857136,0.9502883458354953,0.09319922337710448,3,0.0,15.0,ET6SJ2,c3
6,By,0.6842285714285714,5.418428571428568,0.9999389896144534,0.03332952359181229,3,0.0,15.0,ET6SJ2,c3
6,Bz,-0.016600000000000066,23.013999999999985,0.520435143914788,0.09937135737558749,3,0.0,15.0,ET6SJ2,c3
7,Bx,0.9131857142857142,-2.580214285714285,0.9999877825358994,0.01990513214510958,3,0.0,15.0,ET6QMT,c3
7,By,-0.06732857142857138,3.7070714285714264,0.997894133331752,0.01928791874526128,3,0.0,15.0,ET6QMT,c3
7,Bz,-0.021428571428571026,25.365571428571418,0.6683896265929897,0.09412504347687653,3,0.0,15.0,ET6QMT,c3
8,Bx,0.7307285714285713,-3.5340714285714263,0.9995436758098089,0.09736541382608004,3,0.0,15.0,ET6NV9,c3
8,By,0.05835714285714259,-17.385642857142848,0.9999854381743234,0.0013887301496566871,3,0.0,15.0,ET6NV9,c3
8,Bz,0.014785714285714478,22.128785714285705,0.8928571428571466,0.031940793442152594,3,0.0,15.0,ET6NV9,c3
9,Bx,1.0515142857142854,-1.2052857142857138,0.9999925491201084,0.0178991885956023,3,0.0,15.0,ET6Q05,c3
9,By,0.08318571428571415,-13.940214285714276,0.9998654454313549,0.0060178306485212645,3,0.0,15.0,ET6Q05,c3
9,Bz,-0.015114285714285287,26.1782857142857,0.6401281898783999,0.07067093428263785,3,0.0,15.0,ET6Q05,c3
10,Bx,-0.2230142857142857,15.674785714285708,0.9751429447244653,0.22204252059545054,3,0.0,15.0,F47PQM,c3
10,By,0.6874999999999999,1.6794999999999993,0.9999994287606568,0.0032403703492038818,3,0.0,15.0,F47PQM,c3
10,Bz,-0.0049142857142855795,17.40328571428571,0.9918530190766844,0.002777460299316115,3,0.0,15.0,F47PQM,c3
11,Bx,-1.0290142857142854,-15.834214285714278,0.9999489996548265,0.045828094938740564,3,0.0,15.0,F47MNY,c3
11,By,-0.0028714285714285396,2.88992857142857,0.9835670464504827,0.002314550249431329,3,0.0,15.0,F47MNY,c3
11,Bz,-0.09544285714285758,25.84035714285714,0.9995807139995168,0.012189964647006453,3,0.0,15.0,F47MNY,c3
12,Bx,0.884342857142857,-1.711857142857141,0.9999705371676803,0.02993484989264541,3,0.0,15.0,ET5A8J,c3
12,By,0.07940000000000005,-14.769999999999998,0.9995243651860684,0.010801234497346476,3,0.0,15.0,ET5A8J,c3
12,Bz,-0.027728571428571682,23.199071428571422,0.9817007964128586,0.02360841254420041,3,0.0,15.0,ET5A8J,c3
13,Bx,0.2302428571428574,13.425642857142853,0.98851481770865,0.15476626001197877,3,0.0,15.0,F47OYK,c3
13,By,0.7986,-10.104999999999995,0.9999983065810775,0.006480740698407832,3,0.0,15.0,F47OYK,c3
13,Bz,-0.011842857142857599,19.31035714285714,0.973478817616769,0.012189964647003714,3,0.0,15.0,F47OYK,c3
